LEVEL  | TIME                | MODULE              | LINE | MESSAGE
INFO   | 2025-07-05 16:56:02 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:56:35 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:56:47 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:56:55 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:57:46 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:58:41 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:59:14 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:59:19 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:59:36 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 16:59:55 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:01:01 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:01:17 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:01:29 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:02:33 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:02:52 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:03:08 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:03:17 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:03:29 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:04:11 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:04:33 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:04:48 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:04:56 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:05:31 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 17:06:08 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:32:21 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:33:21 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:33:45 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:40:22 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:42:10 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:43:40 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:44:41 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:45:14 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:54:09 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:58:56 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:59:08 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:59:16 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:59:24 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:59:32 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:59:40 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:59:48 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 19:59:53 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:09:14 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:10:36 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:11:18 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:12:05 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:12:13 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:12:41 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:12:54 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:12:59 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-05 20:13:20 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:26:55 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:28:12 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:41:57 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:43:03 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:43:26 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:45:44 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:46:19 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:46:29 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:46:39 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:46:45 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:46:59 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:47:04 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:47:26 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 00:52:03 | app.f_api            | 9 | 🚀App is starting up...
INFO   | 2025-07-06 01:01:11 | app.f_api            | 9 | 🚀App is starting up...
